"","year","month","station","dchl","cchl","ddo","do","dspm","cspm","ext","sal","tem","no2","no32","nh","po4","dSi","chl_merge","spm_merge","do_merge","ext_calc_linear","ext_calc_log","ext_merge","light","GPP"
"1499",1986,"June","27",1.1,1.55,NA,NA,NA,11,1.2,26.225,19.465,NA,NA,NA,NA,NA,1.1,11,NA,1.2588,1.15654578968143,1.11337169976437,53,197.514989869547
"1500",1986,"June","30",2.2,2.05,NA,NA,NA,10.5,1.1,24.705,20.2125,NA,NA,NA,NA,NA,2.2,10.5,NA,1.2404,1.12819300028811,1.09762247748712,53,400.698062422069
"1501",1986,"June","32",3.5,2.45,NA,NA,NA,15.75,1.55,23.9175,20.2075,NA,NA,NA,NA,NA,3.4,15.75,NA,1.4336,1.44583614816272,1.55,53,438.525419354839
"1502",1986,"July","21",2.25,1.775,NA,NA,NA,12.5,1.1,29.75,19.31,NA,NA,NA,NA,NA,2,12.5,NA,1.314,1.2438491520483,1.28047745228393,53,312.252276904086
"1503",1986,"July","22",NA,1.85,NA,NA,NA,9,NA,29.71,18.99,NA,NA,NA,NA,NA,1.85,9,NA,1.1852,1.02523469503903,1.02523469503903,53,360.741400763773
"1504",1986,"July","24",1.75,1.425,NA,NA,NA,8.5,1,29.3625,20.3,NA,NA,NA,NA,NA,1.65,8.5,NA,1.1668,0.990983917316282,1,53,329.8614
"1505",1986,"July","27",1.4,1.55,NA,NA,NA,8.5,1.05,28.28,21.2375,NA,NA,NA,NA,NA,1.425,8.5,NA,1.1668,0.987697139632508,1.05,53,271.314571428571
"1506",1986,"July","30",2.05,1.9,NA,NA,NA,14.5,1.5,27.0125,21.6775,NA,NA,NA,NA,NA,1.975,14.5,NA,1.3876,1.375208566363,1.5,53,263.222733333333
"1507",1986,"July","32",2.95,2.75,NA,NA,NA,25.5,2.1,26.645,22.1275,NA,NA,NA,NA,NA,2.9,25.5,NA,1.7924,1.92366216045672,2.1,53,276.074476190476
"1508",1986,"October","21",1.8,1.45,NA,NA,NA,10.5,1,29.01,17.1875,NA,NA,NA,NA,NA,1.625,10.5,NA,1.2404,1.12849672146836,1,25,153.2375
"1509",1986,"October","22",NA,1.3,NA,NA,NA,6,NA,29.07,16.81,NA,NA,NA,NA,NA,1.3,6,NA,1.0748,0.800788776895504,0.800788776895504,25,153.086561072018
"1510",1986,"October","24",1.15,1.4,NA,NA,NA,13.5,1.2,29.1625,17.4775,NA,NA,NA,NA,NA,1.325,13.5,NA,1.3508,1.27762834579823,1.2,25,104.122916666667
"1511",1986,"October","27",0.9,1.325,NA,NA,NA,12,1.15,29.6275,18.9175,NA,NA,NA,NA,NA,1.125,12,NA,1.2956,1.16968348918631,1.15,25,92.25
"1512",1986,"October","30",1,1.125,NA,NA,NA,19,1.7,29.4275,18.685,NA,NA,NA,NA,NA,1.075,19,NA,1.5532,1.6034996561712,1.7,25,59.6308823529412
"1513",1986,"October","32",2.05,1.4,NA,NA,NA,17,1.5,28.6575,18.635,NA,NA,NA,NA,NA,1.75,17,NA,1.4796,1.51626967809365,1.5,25,110.016666666667
"1514",1986,"November","21",1.6,1.3,NA,NA,NA,10,1.2,29.88,14.63,NA,NA,NA,NA,NA,1.6,10,NA,1.222,1.09524495497424,1.2,20,100.586666666667
"1515",1986,"November","22",NA,1.2,NA,NA,NA,10,NA,30.19,14.58,NA,NA,NA,NA,NA,1.2,10,NA,1.222,1.09524495497424,1.09524495497424,20,82.655482309096
"1516",1986,"November","24",1,1.1,NA,NA,NA,12,1.2,29.82,14.82,NA,NA,NA,NA,NA,1,12,NA,1.2956,1.22475540630535,1.2,20,62.8666666666667
"1517",1986,"November","27",1.6,1.2,NA,NA,NA,17,1.8,29.58,16.09,NA,NA,NA,NA,NA,1.6,17,NA,1.4796,1.51626967809365,1.8,20,67.0577777777778
"1518",1986,"November","30",1.1,1.3,NA,NA,NA,28,2.2,29.24,15.85,NA,NA,NA,NA,NA,1.1,28,NA,1.8844,2.0588235844283,2.2,20,37.72
"1519",1986,"November","32",2,1.5,NA,NA,NA,31,2.6,28.81,15.89,NA,NA,NA,NA,NA,2,31,NA,1.9948,2.19137135152934,2.6,20,58.0307692307692
"1520",1986,"December","24",1,1.3,NA,NA,NA,13,1.3,29.51,11.63,NA,NA,NA,NA,NA,1,13,NA,1.3324,1.28634817983412,1.3,15,43.5230769230769
"1521",1986,"December","27",1.1,1.1,NA,NA,NA,20,1.8,29.67,12.36,NA,NA,NA,NA,NA,1.1,20,NA,1.59,1.67510736730568,1.8,15,34.5766666666667
"1522",1986,"December","30",1.4,1.3,NA,NA,NA,27,2.2,29.27,12.45,NA,NA,NA,NA,NA,1.4,27,NA,1.8476,2.0134333078824,2.2,15,36.0054545454545
"1523",1986,"December","32",2.1,1.5,NA,NA,NA,19,1.8,28.61,11.88,NA,NA,NA,NA,NA,2.1,19,NA,1.5532,1.62325675474799,1.8,15,66.01
"1524",1987,"January","21",1.5,1.2,NA,NA,NA,27,2.2,29.08,10.07,NA,NA,NA,NA,NA,1.5,27,NA,1.8476,2.0134333078824,2.2,15,38.5772727272727
"1525",1987,"January","22",NA,1.3,NA,NA,NA,28,NA,28.92,10.35,NA,NA,NA,NA,NA,1.3,28,NA,1.8844,2.0588235844283,2.0588235844283,15,35.726227616741
"1526",1987,"January","24",1.4,1.4,NA,NA,NA,28,2.6,28.8,10.43,NA,NA,NA,NA,NA,1.4,28,NA,1.8844,2.0588235844283,2.6,15,30.4661538461538
"1527",1987,"January","27",1.1,1.4,NA,NA,NA,24,2.2,28.46,10.77,NA,NA,NA,NA,NA,1.1,24,NA,1.7372,1.87318534993646,2.2,15,28.29
"1528",1987,"January","30",2,2,NA,NA,NA,27,2,27.77,9.55,NA,NA,NA,NA,NA,2,27,NA,1.8476,2.0134333078824,2,15,56.58
"1529",1987,"January","32",2,2,NA,NA,NA,25,2,27.06,9.67,NA,NA,NA,NA,NA,2,25,NA,1.774,1.92065113250827,2,15,56.58
"1530",1987,"February","21",2,1.65,NA,NA,NA,15.5,1.4,28.385,12.6,NA,NA,NA,NA,NA,1.8,15.5,NA,1.4244,1.4327967651996,1.4,20,96.9942857142857
"1531",1987,"February","22",NA,1.5,NA,NA,NA,18,NA,28.96,11.87,NA,NA,NA,NA,NA,1.5,18,NA,1.5164,1.57033860331594,1.57033860331594,20,72.0608916835201
"1532",1987,"February","24",1.4,1.4,NA,NA,NA,17.5,1.6,28.68,12.135,NA,NA,NA,NA,NA,1.4,17.5,NA,1.498,1.54345362541773,1.6,20,66.01
"1533",1987,"February","27",1.5,1.4,NA,NA,NA,14.5,1.6,28.24,11.99,NA,NA,NA,NA,NA,1.45,14.5,NA,1.3876,1.37540261823178,1.6,20,68.3675
"1534",1987,"February","30",1.8,1.4,NA,NA,NA,17,1.6,27.815,11.415,NA,NA,NA,NA,NA,1.6,17,NA,1.4796,1.51626967809365,1.6,20,75.44
"1535",1987,"February","32",1.5,1.4,NA,NA,NA,19.5,1.8,27.47,11.14,NA,NA,NA,NA,NA,1.45,19.5,NA,1.5716,1.64931070620242,1.8,20,60.7711111111111
"1536",1987,"March","21",2.7,2.75,NA,NA,NA,NA,2.4,25.8883333333333,13.7,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,2.4,35,148.5225
"1537",1987,"March","22",NA,2,NA,NA,NA,NA,2.4,26.17,13.7483333333333,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2.4,35,110.016666666667
"1538",1987,"March","24",3.15,2.75,NA,NA,NA,NA,3.1,26.29,14.4016666666667,NA,NA,NA,NA,NA,3.15,NA,NA,NA,NA,3.1,35,134.14935483871
"1539",1987,"March","27",5.4,5.1,NA,NA,NA,NA,2.6,25.9566666666667,14.4883333333333,NA,NA,NA,NA,NA,4.85,NA,NA,NA,NA,2.6,35,246.268076923077
"1540",1987,"March","30",10.05,9.5,NA,NA,NA,NA,NA,25.03,14.8233333333333,NA,NA,NA,NA,NA,10.05,NA,NA,NA,NA,NA,35,NA
"1541",1987,"March","32",11.85,11.8,NA,NA,NA,NA,NA,23.8683333333333,14.6033333333333,NA,NA,NA,NA,NA,11.85,NA,NA,NA,NA,NA,35,NA
"1542",1987,"April","21",4.4,3.9,NA,NA,NA,20.75,1.675,28.028,15.15,NA,NA,NA,NA,NA,4.4,20.75,NA,1.6176,1.695908516651,1.675,45,445.884179104478
"1543",1987,"April","22",3.5,3.84,NA,NA,NA,18.75,1.625,27.9113333333333,15.1306666666667,NA,NA,NA,NA,NA,4.16,18.75,NA,1.544,1.58853105836957,1.625,45,434.5344
"1544",1987,"April","24",4.02,4,NA,NA,NA,21.75,1.975,27.6993333333333,15.2593333333333,NA,NA,NA,NA,NA,4.02,21.75,NA,1.6544,1.75755834508385,1.975,45,345.496101265823
"1545",1987,"April","27",5.56,5.9,NA,NA,NA,27,2.35,26.5966666666667,16.3866666666667,NA,NA,NA,NA,NA,5.56,27,NA,1.8476,1.99651671517315,2.35,45,401.597617021277
"1546",1987,"April","30",8.68,8.22,NA,NA,NA,37,2.825,25.8453333333333,17.156,NA,NA,NA,NA,NA,8.68,37,NA,2.2156,2.42437653103119,2.825,45,521.537415929203
"1547",1987,"April","32",9,8.84,NA,NA,NA,30.25,2.475,25.1646666666667,17.4553333333333,NA,NA,NA,NA,NA,9,30.25,NA,1.9672,2.13657710438293,2.475,45,617.236363636363
"1548",1987,"May","21",4.15,3.55,NA,NA,NA,7.5,1,30,16.3033333333333,NA,NA,NA,NA,NA,4.15,7.5,NA,1.13,0.913766088212122,1,50,782.69
"1549",1987,"May","22",NA,2.65,NA,NA,NA,6.5,0.95,29.5633333333333,16.1033333333333,NA,NA,NA,NA,NA,2.65,6.5,NA,1.0932,0.835667329364223,0.95,50,526.094736842105
"1550",1987,"May","24",3.5,2.7,NA,NA,NA,6.5,0.95,29.6016666666667,16.515,NA,NA,NA,NA,NA,3.5,6.5,NA,1.0932,0.84046905059314,0.95,50,694.842105263158
"1551",1987,"May","27",4.9,5.05,NA,NA,NA,10,1.2,28.08,18.5916666666667,NA,NA,NA,NA,NA,4.9,10,NA,1.222,1.09524495497424,1.2,50,770.116666666667
"1552",1987,"May","30",2.7,3.1,NA,NA,NA,10.5,1.15,27.64,18.8916666666667,NA,NA,NA,NA,NA,2.7,10.5,NA,1.2404,1.12574940291705,1.15,50,442.8
"1553",1987,"May","32",2.25,3.05,NA,NA,NA,11.5,1.2,26.4666666666667,19.5333333333333,NA,NA,NA,NA,NA,2.25,11.5,NA,1.2772,1.19294822595367,1.2,50,353.625
"1554",1987,"June","21",4,2.5,NA,NA,NA,11,1.3,30.3366666666667,17.19,NA,NA,NA,NA,NA,4,11,NA,1.2588,1.16114104560199,1.3,53,615.126153846154
"1555",1987,"June","22",NA,1.5,NA,NA,NA,12,1.2,30.3966666666667,16.7666666666667,NA,NA,NA,NA,NA,1.5,12,NA,1.2956,1.22475540630535,1.2,53,249.895
"1556",1987,"June","24",2.6,2.6,NA,NA,NA,12,1.2,30.1366666666667,17.7466666666667,NA,NA,NA,NA,NA,2.6,12,NA,1.2956,1.22475540630535,1.2,53,433.151333333333
"1557",1987,"June","27",1.9,2.9,NA,NA,NA,7,1,29.2633333333333,19.0966666666667,NA,NA,NA,NA,NA,1.9,7,NA,1.1116,0.880149324290776,1,53,379.8404
"1558",1987,"June","30",1,1.4,NA,NA,NA,5,0.8,28.1366666666667,19.11,NA,NA,NA,NA,NA,1,5,NA,1.038,0.716110223624623,0.8,53,249.895
"1559",1987,"June","32",1.2,1.2,NA,NA,NA,7,1,27.8266666666667,19.8733333333333,NA,NA,NA,NA,NA,1.2,7,NA,1.1116,0.880149324290776,1,53,239.8992
"1560",1987,"July","21",1.6,1.4,NA,NA,NA,NA,NA,31.09,18.7,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,53,NA
"1561",1987,"July","22",NA,1.3,NA,NA,NA,NA,NA,31.4766666666667,18.33,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,53,NA
"1562",1987,"July","24",1.4,1.5,NA,NA,NA,NA,NA,31.3833333333333,18.83,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,53,NA
"1563",1987,"July","27",1.4,1.7,NA,NA,NA,NA,NA,30.76,20.865,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,53,NA
"1564",1987,"July","30",1.5,1.7,NA,NA,NA,NA,NA,30.43,21.3733333333333,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,53,NA
"1565",1987,"July","32",2.2,1.9,NA,NA,NA,NA,NA,30.09,21.5,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,53,NA
"1566",1987,"August","21",1.9,1.8,NA,NA,NA,22,2,31.7733333333333,19.0466666666667,NA,NA,NA,NA,NA,1.9,22,NA,1.6636,1.77589123888241,2,48,172.0032
"1567",1987,"August","22",NA,1.5,NA,NA,NA,26,2,31.7633333333333,20.2933333333333,NA,NA,NA,NA,NA,1.5,26,NA,1.8108,1.96738757222678,2,48,135.792
"1568",1987,"August","24",1.2,1.3,NA,NA,NA,22,2.2,31.73,20.48,NA,NA,NA,NA,NA,1.2,22,NA,1.6636,1.77589123888241,2.2,48,98.7578181818182
"1569",1987,"August","27",2.1,2,NA,NA,NA,19,1.6,31.6666666666667,21.0466666666667,NA,NA,NA,NA,NA,2.1,19,NA,1.5532,1.62325675474799,1.6,48,237.636
"1570",1987,"August","30",2.6,2.5,NA,NA,NA,19,1.8,30.9433333333333,21.63,NA,NA,NA,NA,NA,2.6,19,NA,1.5532,1.62325675474799,1.8,48,261.525333333333
"1571",1987,"August","32",3.1,3.2,NA,NA,NA,20,2,28.94,22.29,NA,NA,NA,NA,NA,3.1,20,NA,1.59,1.67510736730568,2,48,280.6368
"1572",1987,"September","21",1.65,1.65,NA,NA,NA,16.5,1.7,31.6966666666667,18.7433333333333,NA,NA,NA,NA,NA,1.65,16.5,NA,1.4612,1.48861229133076,1.7,38,139.120235294118
"1573",1987,"September","22",3,1.75,NA,NA,NA,16.5,1.6,31.6983333333333,18.7933333333333,NA,NA,NA,NA,NA,2.25,16.5,NA,1.4612,1.48469453063615,1.6,38,201.56625
"1574",1987,"September","24",1.25,1.7,NA,NA,NA,21,1.8,31.8033333333333,19.7416666666667,NA,NA,NA,NA,NA,1.25,21,NA,1.6268,1.72549930309405,1.8,38,99.5388888888889
"1575",1987,"September","27",1.85,1.95,NA,NA,NA,20,2,31.9616666666667,20.1433333333333,NA,NA,NA,NA,NA,1.85,20,NA,1.59,1.65675993937555,2,38,132.5858
"1576",1987,"September","30",2.35,2.2,NA,NA,NA,16.5,1.55,31.7966666666667,20.7883333333333,NA,NA,NA,NA,NA,2.35,16.5,NA,1.4612,1.4499643747326,1.55,38,217.315870967742
"1577",1987,"September","32",2.5,2.45,NA,NA,NA,13,1.2,31.6033333333333,21.095,NA,NA,NA,NA,NA,2.5,13,NA,1.3324,1.2715065388112,1.2,38,298.616666666667
"1578",1987,"October","21",2.15,1.85,NA,NA,NA,15.5,1.5,31.1916666666667,16.98,NA,NA,NA,NA,NA,2.15,15.5,NA,1.4244,1.42834339157503,1.5,25,135.163333333333
"1579",1987,"October","22",1.1,1.4,NA,NA,NA,16,1.55,31.45,16.72,NA,NA,NA,NA,NA,1.45,16,NA,1.4428,1.45823545492013,1.55,25,88.2161290322581
"1580",1987,"October","24",1.45,1.4,NA,NA,NA,18.5,1.8,31.56,17.7166666666667,NA,NA,NA,NA,NA,1.45,18.5,NA,1.5348,1.59345936492667,1.8,25,75.9638888888889
"1581",1987,"October","27",2.05,1.95,NA,NA,NA,19.5,1.75,31.935,18.9083333333333,NA,NA,NA,NA,NA,2.05,19.5,NA,1.5716,1.63873508806907,1.75,25,110.465714285714
"1582",1987,"October","30",1.35,1.65,NA,NA,NA,15.5,1.45,31.51,19.015,NA,NA,NA,NA,NA,1.35,15.5,NA,1.4244,1.42834339157503,1.45,25,87.7965517241379
"1583",1987,"October","32",1.5,1.85,NA,NA,NA,16,1.5,30.8633333333333,19.54,NA,NA,NA,NA,NA,1.5,16,NA,1.4428,1.45823545492013,1.5,25,94.3
"1584",1987,"November","27",0.8,0.666666666666667,NA,NA,NA,NA,1.4,31.47,15.88,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,1.4,20,37.72
"1585",1987,"November","30",NA,0.7,NA,NA,NA,NA,2.5,31.25,15.79,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,2.5,20,21.1232
"1586",1987,"November","32",0.8,0.8,NA,NA,NA,NA,2.2,30.9166666666667,15.7033333333333,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,2.2,20,27.4327272727273
"1587",1987,"December","21",0.9,0.8,NA,NA,NA,NA,NA,28.9,11.32,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,15,NA
"1588",1987,"December","22",NA,0.8,NA,NA,NA,NA,NA,28.91,11.37,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,15,NA
"1589",1987,"December","24",1.1,1.2,NA,NA,NA,NA,NA,28.76,10.95,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,15,NA
"1590",1987,"December","27",1.2,1.3,NA,NA,NA,NA,NA,29.28,10.47,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,15,NA
"1591",1987,"December","30",1.6,1.5,NA,NA,NA,NA,NA,29.28,9.99,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,15,NA
"1592",1987,"December","32",1.8,1.5,NA,NA,NA,NA,NA,28.94,9.58,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,15,NA
"1593",1988,"February","21",1.6,1.73333333333333,NA,NA,NA,NA,1.2,28.7166666666667,12.28,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,1.2,20,106.873333333333
"1594",1988,"February","22",1.7,1.4,NA,NA,NA,NA,0.9,28.9366666666667,12.2233333333333,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,0.9,20,125.733333333333
"1595",1988,"February","24",2,2.03333333333333,NA,NA,NA,NA,1.1,28.2433333333333,12.33,NA,NA,NA,NA,NA,2.03333333333333,NA,NA,NA,NA,1.1,20,139.449696969697
"1596",1988,"February","27",3.1,4.26666666666667,NA,NA,NA,NA,1.4,27.45,12.56,NA,NA,NA,NA,NA,3.83333333333333,NA,NA,NA,NA,1.4,20,206.561904761905
"1597",1988,"February","30",10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,20,NA
"1598",1988,"February","32",23.2,20.9,NA,NA,NA,NA,1.7,26.5666666666667,12.6933333333333,NA,NA,NA,NA,NA,21.6,NA,NA,NA,NA,1.7,20,958.531764705882
"1599",1988,"March","21",2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,35,NA
"1600",1988,"March","22",1.75,0.4,NA,NA,NA,NA,0.8,30.1866666666667,12.4466666666667,NA,NA,NA,NA,NA,1.41666666666667,NA,NA,NA,NA,0.8,35,233.785416666667
"1601",1988,"March","24",1.8,3.93333333333333,NA,NA,NA,NA,1.13333333333333,29.1866666666667,12.2811111111111,NA,NA,NA,NA,NA,4.03333333333333,NA,NA,NA,NA,1.13333333333333,35,469.835882352941
"1602",1988,"March","27",4.85,5.18333333333333,NA,NA,NA,NA,1.35,28.885,12.0316666666667,NA,NA,NA,NA,NA,5.02222222222222,NA,NA,NA,NA,1.35,35,491.136131687243
"1603",1988,"March","30",13,14.6111111111111,NA,NA,NA,NA,1.6,27.7277777777778,12.96,NA,NA,NA,NA,NA,14.7555555555556,NA,NA,NA,NA,1.6,35,1217.51777777778
"1604",1988,"March","32",28.95,27.9333333333333,NA,NA,NA,NA,1.65,26.3383333333333,13.8233333333333,NA,NA,NA,NA,NA,28.2666666666667,NA,NA,NA,NA,1.65,35,2261.67595959596
"1605",1988,"April","21",7.8,7.66666666666667,NA,NA,NA,NA,1.7,30.81,13.76,NA,NA,NA,NA,NA,7.73333333333333,NA,NA,NA,NA,1.7,45,772.150588235294
"1606",1988,"April","22",9.4,8.2,NA,NA,NA,NA,1.9,30.99,13.73,NA,NA,NA,NA,NA,8.63333333333333,NA,NA,NA,NA,1.9,45,771.274736842105
"1607",1988,"April","24",7.7,7.2,NA,NA,NA,NA,1.6,30.6766666666667,14.2633333333333,NA,NA,NA,NA,NA,7.36666666666667,NA,NA,NA,NA,1.6,45,781.51125
"1608",1988,"April","27",5.4,6.96666666666667,NA,NA,NA,NA,3.5,29.7466666666667,15.95,NA,NA,NA,NA,NA,6.43333333333333,NA,NA,NA,NA,3.5,45,311.998285714286
"1609",1988,"April","30",11,11.4,NA,NA,NA,NA,2.6,28.6133333333333,17.0066666666667,NA,NA,NA,NA,NA,11.2666666666667,NA,NA,NA,NA,2.6,45,735.54
"1610",1988,"April","32",13.5,14.7333333333333,NA,NA,NA,NA,2.2,27.8233333333333,17.5066666666667,NA,NA,NA,NA,NA,14.3,NA,NA,NA,NA,2.2,45,1103.31
"1611",1988,"May","3",3.2,2.93333333333333,NA,NA,NA,NA,4.15,2.40333333333333,17.6583333333333,NA,NA,NA,NA,NA,3.18333333333333,NA,NA,NA,NA,4.15,50,144.669076305221
"1612",1988,"May","6",0.5,1.35,NA,NA,NA,NA,3.8,7.57333333333333,17.1666666666667,NA,NA,NA,NA,NA,1.26666666666667,NA,NA,NA,NA,3.8,50,62.8666666666667
"1613",1988,"May","9",1.3,1.21666666666667,NA,NA,NA,NA,5.2,16.11,16.6883333333333,NA,NA,NA,NA,NA,1.13333333333333,NA,NA,NA,NA,5.2,50,41.1051282051282
"1614",1988,"May","21",1.95,1.75,NA,NA,NA,NA,1.95,30.37,15.0183333333333,NA,NA,NA,NA,NA,1.81666666666667,NA,NA,NA,NA,1.95,50,175.704273504273
"1615",1988,"May","22",NA,1.71666666666667,NA,NA,NA,NA,2.05,30.1166666666667,15.26,NA,NA,NA,NA,NA,1.71666666666667,NA,NA,NA,NA,2.05,50,157.933333333333
"1616",1988,"May","24",1.85,1.7,NA,NA,NA,NA,2.7,30.1266666666667,15.7733333333333,NA,NA,NA,NA,NA,1.75,NA,NA,NA,NA,2.7,50,122.240740740741
"1617",1988,"May","27",2.35,2.21666666666667,NA,NA,NA,NA,3.1,29.4266666666667,16.4433333333333,NA,NA,NA,NA,NA,2.26666666666667,NA,NA,NA,NA,3.1,50,137.901075268817
"1618",1988,"May","30",2.15,2.2,NA,NA,NA,NA,2.45,28.8966666666667,16.6283333333333,NA,NA,NA,NA,NA,2.18333333333333,NA,NA,NA,NA,2.45,50,168.072108843537
"1619",1988,"May","32",2.3,2.33333333333333,NA,NA,NA,NA,2.7,28.1083333333333,16.8233333333333,NA,NA,NA,NA,NA,2.31666666666667,NA,NA,NA,NA,2.7,50,161.823456790123
"1620",1988,"June","3",NA,2.2,NA,NA,NA,NA,3.4,3.15,20.96,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,3.4,53,129.357411764706
"1621",1988,"June","6",3,1.86666666666667,NA,NA,NA,NA,2.2,10.6733333333333,20.6333333333333,NA,NA,NA,NA,NA,2.23333333333333,NA,NA,NA,NA,2.2,53,202.94503030303
"1622",1988,"June","9",NA,1.8,NA,NA,NA,NA,2,16.86,20.0233333333333,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,2,53,179.9244
"1623",1988,"June","21",2.5,2.93333333333333,NA,NA,NA,NA,1.3,31.0966666666667,18.5766666666667,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,1.3,53,430.588307692308
"1624",1988,"June","22",NA,2.9,NA,NA,NA,NA,1.3,31.0866666666667,18.4133333333333,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,1.3,53,445.966461538461
"1625",1988,"June","24",2.9,2.56666666666667,NA,NA,NA,NA,1.6,31.16,17.72,NA,NA,NA,NA,NA,2.66666666666667,NA,NA,NA,NA,1.6,53,333.193333333333
"1626",1988,"June","27",3.2,3.03333333333333,NA,NA,NA,NA,1.7,30.5466666666667,19.8233333333333,NA,NA,NA,NA,NA,3.06666666666667,NA,NA,NA,NA,1.7,53,360.632784313725
"1627",1988,"June","30",4.2,3.73333333333333,NA,NA,NA,NA,1.9,30.47,20.3966666666667,NA,NA,NA,NA,NA,3.86666666666667,NA,NA,NA,NA,1.9,53,406.846596491228
"1628",1988,"June","32",4,3.8,NA,NA,NA,NA,2,30.4233333333333,20.6833333333333,NA,NA,NA,NA,NA,3.86666666666667,NA,NA,NA,NA,2,53,386.504266666667
"1629",1988,"July","3",NA,2.5,NA,NA,NA,NA,2.55,4.46166666666667,22.1033333333333,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,2.55,53,195.996078431373
"1630",1988,"July","6",2.35,2.3,NA,NA,NA,NA,3.4,12.195,21.1083333333333,NA,NA,NA,NA,NA,2.31666666666667,NA,NA,NA,NA,3.4,53,136.217274509804
"1631",1988,"July","9",NA,1.9,NA,NA,NA,NA,2.2,18.35,20.6816666666667,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,2.2,53,172.654727272727
"1632",1988,"July","21",2.2,2.28333333333333,NA,NA,NA,NA,1.9,31.685,18.6466666666667,NA,NA,NA,NA,NA,2.25,NA,NA,NA,NA,1.9,53,236.742631578947
"1633",1988,"July","22",NA,2.4,NA,NA,NA,NA,1.3,31.6,18.8983333333333,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,1.3,53,369.075692307692
"1634",1988,"July","24",2.4,2.45,NA,NA,NA,NA,2.8,31.5283333333333,19.3866666666667,NA,NA,NA,NA,NA,2.43333333333333,NA,NA,NA,NA,2.8,53,173.736523809524
"1635",1988,"July","27",2.7,2.78333333333333,NA,NA,NA,NA,2,31.425,20.3033333333333,NA,NA,NA,NA,NA,2.75,NA,NA,NA,NA,2,53,274.8845
"1636",1988,"July","30",2.85,2.75,NA,NA,NA,NA,2.2,31.35,20.7883333333333,NA,NA,NA,NA,NA,2.78333333333333,NA,NA,NA,NA,2.2,53,252.92403030303
"1637",1988,"July","32",3.15,3.1,NA,NA,NA,NA,2.6,31.195,21.2433333333333,NA,NA,NA,NA,NA,3.11666666666667,NA,NA,NA,NA,2.6,53,239.642897435897
"1638",1988,"August","3",1.9,2.1,NA,NA,NA,NA,3.75,4.84333333333333,20.7166666666667,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3.75,48,96.5632
"1639",1988,"August","6",1.3,1.4,NA,NA,NA,NA,3.65,11.835,20.0016666666667,NA,NA,NA,NA,NA,1.36666666666667,NA,NA,NA,NA,3.65,48,67.7926575342466
"1640",1988,"August","9",NA,0.85,NA,NA,NA,NA,2.75,18.0083333333333,19.7833333333333,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA,2.75,48,55.9627636363636
"1641",1988,"August","21",2.4,2.12222222222222,NA,NA,NA,NA,1.3,32.03,19.1088888888889,NA,NA,NA,NA,NA,2.22222222222222,NA,NA,NA,NA,1.3,48,309.497435897436
"1642",1988,"August","22",NA,2.43333333333333,NA,NA,NA,NA,1.1,32.0922222222222,19.8222222222222,NA,NA,NA,NA,NA,2.43333333333333,NA,NA,NA,NA,1.1,48,400.517818181818
"1643",1988,"August","24",2.96666666666667,2.32222222222222,NA,NA,NA,NA,1.5,32.11,19.9188888888889,NA,NA,NA,NA,NA,2.53333333333333,NA,NA,NA,NA,1.5,48,305.783466666667
"1644",1988,"August","27",3.33333333333333,2.72222222222222,NA,NA,NA,NA,1.73333333333333,32.2433333333333,20.9944444444444,NA,NA,NA,NA,NA,2.92222222222222,NA,NA,NA,NA,1.73333333333333,48,305.241846153846
