"","date","station","param","value","doy","cont_year","yr","mo"
"389",2009-02-10,22,"DIN",29.16,41,2009.11232876712,2009,2
"390",2009-02-10,24,"DIN",43.89,41,2009.11232876712,2009,2
"391",2009-02-10,27,"DIN",49.82,41,2009.11232876712,2009,2
"392",2009-02-10,30,"DIN",53.08,41,2009.11232876712,2009,2
"393",2009-02-10,32,"DIN",65.27,41,2009.11232876712,2009,2
"394",2009-02-10,36,"DIN",75.72,41,2009.11232876712,2009,2
"395",2009-02-17,22,"DIN",44.93,48,2009.13150684931,2009,2
"396",2009-02-17,24,"DIN",36.04,48,2009.13150684931,2009,2
"397",2009-02-17,27,"DIN",45.41,48,2009.13150684931,2009,2
"398",2009-02-17,30,"DIN",56.62,48,2009.13150684931,2009,2
"399",2009-02-17,32,"DIN",64.74,48,2009.13150684931,2009,2
"400",2009-02-17,36,"DIN",68.49,48,2009.13150684931,2009,2
"401",2009-03-05,22,"DIN",28.83,64,2009.17534246575,2009,3
"402",2009-03-05,24,"DIN",44.22,64,2009.17534246575,2009,3
"403",2009-03-05,27,"DIN",46.39,64,2009.17534246575,2009,3
"404",2009-03-05,30,"DIN",50.96,64,2009.17534246575,2009,3
"405",2009-03-05,32,"DIN",55.56,64,2009.17534246575,2009,3
"406",2009-03-05,36,"DIN",62.09,64,2009.17534246575,2009,3
"407",2009-03-12,18,"DIN",25.51,71,2009.19452054795,2009,3
"408",2009-03-12,22,"DIN",25.75,71,2009.19452054795,2009,3
"409",2009-03-12,24,"DIN",32.37,71,2009.19452054795,2009,3
"410",2009-03-12,27,"DIN",39.68,71,2009.19452054795,2009,3
"411",2009-03-12,30,"DIN",40.9,71,2009.19452054795,2009,3
"412",2009-03-12,32,"DIN",42.28,71,2009.19452054795,2009,3
"413",2009-03-12,36,"DIN",55.7,71,2009.19452054795,2009,3
"414",2009-03-20,22,"DIN",24.21,79,2009.21643835616,2009,3
"415",2009-03-20,24,"DIN",27.36,79,2009.21643835616,2009,3
"416",2009-03-20,27,"DIN",36.39,79,2009.21643835616,2009,3
"417",2009-03-20,30,"DIN",33.58,79,2009.21643835616,2009,3
"418",2009-03-20,32,"DIN",26.1,79,2009.21643835616,2009,3
"419",2009-03-20,36,"DIN",23.88,79,2009.21643835616,2009,3
"420",2009-03-20,36,"DIN",45.62,79,2009.21643835616,2009,3
"421",2009-04-07,22,"DIN",25.31,97,2009.26575342466,2009,4
"422",2009-04-07,24,"DIN",22.46,97,2009.26575342466,2009,4
"423",2009-04-07,27,"DIN",24.2,97,2009.26575342466,2009,4
"424",2009-04-07,30,"DIN",21.65,97,2009.26575342466,2009,4
"425",2009-04-07,32,"DIN",18.79,97,2009.26575342466,2009,4
"426",2009-04-07,36,"DIN",21.57,97,2009.26575342466,2009,4
"427",2009-04-16,18,"DIN",27.28,106,2009.2904109589,2009,4
"428",2009-04-16,22,"DIN",28.19,106,2009.2904109589,2009,4
"429",2009-04-16,24,"DIN",25.88,106,2009.2904109589,2009,4
"430",2009-04-16,27,"DIN",24.24,106,2009.2904109589,2009,4
"431",2009-04-16,30,"DIN",23.33,106,2009.2904109589,2009,4
"432",2009-04-16,32,"DIN",29.11,106,2009.2904109589,2009,4
"433",2009-04-16,36,"DIN",84.03,106,2009.2904109589,2009,4
"434",2009-05-05,22,"DIN",27.42,125,2009.34246575342,2009,5
"435",2009-05-05,24,"DIN",30.74,125,2009.34246575342,2009,5
"436",2009-05-05,27,"DIN",29.75,125,2009.34246575342,2009,5
"437",2009-05-05,30,"DIN",28.15,125,2009.34246575342,2009,5
"438",2009-05-05,32,"DIN",30.57,125,2009.34246575342,2009,5
"439",2009-05-05,36,"DIN",43.25,125,2009.34246575342,2009,5
"440",2009-05-19,18,"DIN",29.25,139,2009.38082191781,2009,5
"441",2009-05-19,22,"DIN",16.07,139,2009.38082191781,2009,5
"442",2009-05-19,24,"DIN",39.37,139,2009.38082191781,2009,5
"443",2009-05-19,27,"DIN",32.44,139,2009.38082191781,2009,5
"444",2009-05-19,30,"DIN",10.86,139,2009.38082191781,2009,5
"445",2009-05-19,32,"DIN",12.48,139,2009.38082191781,2009,5
"446",2009-05-19,36,"DIN",65.47,139,2009.38082191781,2009,5
"447",2009-06-16,22,"DIN",28.07,167,2009.45753424658,2009,6
"448",2009-06-16,24,"DIN",31.81,167,2009.45753424658,2009,6
"449",2009-06-16,27,"DIN",36.93,167,2009.45753424658,2009,6
"450",2009-06-16,30,"DIN",37.26,167,2009.45753424658,2009,6
"451",2009-06-16,32,"DIN",36.94,167,2009.45753424658,2009,6
"452",2009-06-16,36,"DIN",47.78,167,2009.45753424658,2009,6
"453",2009-06-16,36,"DIN",72.83,167,2009.45753424658,2009,6
"454",2009-06-23,18,"DIN",21.88,174,2009.47671232877,2009,6
"455",2009-06-23,22,"DIN",32.84,174,2009.47671232877,2009,6
"456",2009-06-23,24,"DIN",34.03,174,2009.47671232877,2009,6
"457",2009-06-23,27,"DIN",37.74,174,2009.47671232877,2009,6
"458",2009-06-23,30,"DIN",43.92,174,2009.47671232877,2009,6
"459",2009-06-23,32,"DIN",61.48,174,2009.47671232877,2009,6
"460",2009-06-23,36,"DIN",64.83,174,2009.47671232877,2009,6
"461",2009-07-15,22,"DIN",24.98,196,2009.53698630137,2009,7
"462",2009-07-15,24,"DIN",35.97,196,2009.53698630137,2009,7
"463",2009-07-15,27,"DIN",34.11,196,2009.53698630137,2009,7
"464",2009-07-15,30,"DIN",33.12,196,2009.53698630137,2009,7
"465",2009-07-15,32,"DIN",33.82,196,2009.53698630137,2009,7
"466",2009-07-15,36,"DIN",59.58,196,2009.53698630137,2009,7
"467",2009-07-21,18,"DIN",23.24,202,2009.55342465753,2009,7
"468",2009-07-21,22,"DIN",22.33,202,2009.55342465753,2009,7
"469",2009-07-21,24,"DIN",32.94,202,2009.55342465753,2009,7
"470",2009-07-21,27,"DIN",22.8,202,2009.55342465753,2009,7
"471",2009-07-21,30,"DIN",20.21,202,2009.55342465753,2009,7
"472",2009-07-21,32,"DIN",42.4,202,2009.55342465753,2009,7
"473",2009-07-21,36,"DIN",87.95,202,2009.55342465753,2009,7
"474",2009-08-13,22,"DIN",32.72,225,2009.61643835616,2009,8
"475",2009-08-13,24,"DIN",36.98,225,2009.61643835616,2009,8
"476",2009-08-13,27,"DIN",33.03,225,2009.61643835616,2009,8
"477",2009-08-13,30,"DIN",23.61,225,2009.61643835616,2009,8
"478",2009-08-13,32,"DIN",20.17,225,2009.61643835616,2009,8
"479",2009-08-13,36,"DIN",48.53,225,2009.61643835616,2009,8
"480",2009-08-27,18,"DIN",23,239,2009.65479452055,2009,8
"481",2009-08-27,22,"DIN",30.43,239,2009.65479452055,2009,8
"482",2009-08-27,24,"DIN",36.4,239,2009.65479452055,2009,8
"483",2009-08-27,27,"DIN",25.76,239,2009.65479452055,2009,8
"484",2009-08-27,30,"DIN",26.28,239,2009.65479452055,2009,8
"485",2009-08-27,32,"DIN",12.64,239,2009.65479452055,2009,8
"486",2009-08-27,36,"DIN",24.29,239,2009.65479452055,2009,8
"487",2009-09-22,18,"DIN",22.17,265,2009.72602739726,2009,9
"488",2009-09-22,22,"DIN",28.15,265,2009.72602739726,2009,9
"489",2009-09-22,24,"DIN",38.64,265,2009.72602739726,2009,9
"490",2009-09-22,27,"DIN",37.59,265,2009.72602739726,2009,9
"491",2009-09-22,30,"DIN",30.3,265,2009.72602739726,2009,9
"492",2009-09-22,32,"DIN",28.93,265,2009.72602739726,2009,9
"493",2009-09-22,36,"DIN",39.5,265,2009.72602739726,2009,9
"494",2009-09-28,22,"DIN",20.18,271,2009.74246575342,2009,9
"495",2009-09-28,24,"DIN",28.21,271,2009.74246575342,2009,9
"496",2009-09-28,27,"DIN",37.1,271,2009.74246575342,2009,9
"497",2009-09-28,30,"DIN",32.05,271,2009.74246575342,2009,9
"498",2009-09-28,32,"DIN",21.52,271,2009.74246575342,2009,9
"499",2009-09-28,36,"DIN",38.34,271,2009.74246575342,2009,9
"500",2009-10-29,18,"DIN",15.96,302,2009.82739726027,2009,10
"501",2009-10-29,22,"DIN",17.13,302,2009.82739726027,2009,10
"502",2009-10-29,24,"DIN",41.08,302,2009.82739726027,2009,10
"503",2009-10-29,27,"DIN",41.93,302,2009.82739726027,2009,10
"504",2009-10-29,30,"DIN",39.89,302,2009.82739726027,2009,10
"505",2009-10-29,32,"DIN",50.56,302,2009.82739726027,2009,10
"506",2009-10-29,36,"DIN",79.52,302,2009.82739726027,2009,10
"507",2009-11-18,18,"DIN",22.01,322,2009.88219178082,2009,11
"508",2009-11-18,22,"DIN",28.02,322,2009.88219178082,2009,11
"509",2009-11-18,24,"DIN",28.46,322,2009.88219178082,2009,11
"510",2009-11-18,27,"DIN",51.09,322,2009.88219178082,2009,11
"511",2009-11-18,30,"DIN",46.54,322,2009.88219178082,2009,11
"512",2009-11-18,32,"DIN",57.23,322,2009.88219178082,2009,11
"513",2009-11-18,36,"DIN",74.27,322,2009.88219178082,2009,11
"514",2009-12-03,18,"DIN",23.66,337,2009.92328767123,2009,12
"515",2009-12-03,22,"DIN",28.34,337,2009.92328767123,2009,12
"516",2009-12-03,24,"DIN",31.61,337,2009.92328767123,2009,12
"517",2009-12-03,27,"DIN",51.02,337,2009.92328767123,2009,12
"518",2009-12-03,30,"DIN",52.42,337,2009.92328767123,2009,12
"519",2009-12-03,32,"DIN",56.48,337,2009.92328767123,2009,12
"520",2009-12-03,36,"DIN",67.57,337,2009.92328767123,2009,12
"521",2010-01-05,18,"DIN",23.72,5,2010.01369863014,2010,1
"522",2010-01-05,22,"DIN",33.07,5,2010.01369863014,2010,1
"523",2010-01-05,24,"DIN",51.52,5,2010.01369863014,2010,1
"524",2010-01-05,27,"DIN",62.3,5,2010.01369863014,2010,1
"525",2010-01-05,30,"DIN",72.55,5,2010.01369863014,2010,1
"526",2010-01-05,32,"DIN",72.08,5,2010.01369863014,2010,1
"527",2010-01-05,36,"DIN",87.45,5,2010.01369863014,2010,1
"528",2010-01-26,18,"DIN",40.5,26,2010.07123287671,2010,1
"529",2010-01-26,22,"DIN",54.7,26,2010.07123287671,2010,1
"530",2010-01-26,24,"DIN",50.45,26,2010.07123287671,2010,1
"531",2010-01-26,27,"DIN",56.12,26,2010.07123287671,2010,1
"532",2010-01-26,30,"DIN",59.8,26,2010.07123287671,2010,1
"533",2010-01-26,32,"DIN",57.9,26,2010.07123287671,2010,1
"534",2010-01-26,36,"DIN",64.49,26,2010.07123287671,2010,1
"535",2010-02-09,18,"DIN",32.76,40,2010.1095890411,2010,2
"536",2010-02-09,22,"DIN",41.53,40,2010.1095890411,2010,2
"537",2010-02-09,24,"DIN",44.17,40,2010.1095890411,2010,2
"538",2010-02-09,27,"DIN",44.57,40,2010.1095890411,2010,2
"539",2010-02-09,30,"DIN",54.4,40,2010.1095890411,2010,2
"540",2010-02-09,32,"DIN",62.07,40,2010.1095890411,2010,2
"541",2010-02-09,36,"DIN",72.4,40,2010.1095890411,2010,2
"542",2010-02-23,18,"DIN",28.39,54,2010.14794520548,2010,2
"543",2010-02-23,22,"DIN",30.8,54,2010.14794520548,2010,2
"544",2010-02-23,24,"DIN",42.04,54,2010.14794520548,2010,2
"545",2010-02-23,27,"DIN",47.22,54,2010.14794520548,2010,2
"546",2010-02-23,30,"DIN",48.22,54,2010.14794520548,2010,2
"547",2010-02-23,32,"DIN",67.17,54,2010.14794520548,2010,2
"548",2010-02-23,36,"DIN",75.4,54,2010.14794520548,2010,2
"549",2010-03-09,18,"DIN",22.66,68,2010.18630136986,2010,3
"550",2010-03-09,22,"DIN",29.15,68,2010.18630136986,2010,3
"551",2010-03-09,24,"DIN",32.7,68,2010.18630136986,2010,3
"552",2010-03-09,27,"DIN",42.62,68,2010.18630136986,2010,3
"553",2010-03-09,30,"DIN",60.96,68,2010.18630136986,2010,3
"554",2010-03-09,32,"DIN",53.72,68,2010.18630136986,2010,3
"555",2010-03-09,36,"DIN",57.37,68,2010.18630136986,2010,3
"556",2010-03-24,18,"DIN",21.79,83,2010.22739726027,2010,3
"557",2010-03-24,22,"DIN",32.57,83,2010.22739726027,2010,3
"558",2010-03-24,24,"DIN",29.15,83,2010.22739726027,2010,3
"559",2010-03-24,27,"DIN",37.49,83,2010.22739726027,2010,3
"560",2010-03-24,30,"DIN",30.52,83,2010.22739726027,2010,3
"561",2010-03-24,32,"DIN",19.81,83,2010.22739726027,2010,3
"562",2010-03-24,36,"DIN",26.04,83,2010.22739726027,2010,3
"563",2010-03-30,18,"DIN",20.76,89,2010.24383561644,2010,3
"564",2010-03-30,22,"DIN",23.31,89,2010.24383561644,2010,3
"565",2010-03-30,24,"DIN",27.24,89,2010.24383561644,2010,3
"566",2010-03-30,27,"DIN",24.7,89,2010.24383561644,2010,3
"567",2010-03-30,30,"DIN",18.83,89,2010.24383561644,2010,3
"568",2010-03-30,32,"DIN",25.2,89,2010.24383561644,2010,3
"569",2010-03-30,36,"DIN",39.59,89,2010.24383561644,2010,3
"570",2010-04-07,18,"DIN",25.2,97,2010.26575342466,2010,4
"571",2010-04-07,22,"DIN",27.02,97,2010.26575342466,2010,4
"572",2010-04-07,24,"DIN",27.06,97,2010.26575342466,2010,4
"573",2010-04-07,27,"DIN",25.07,97,2010.26575342466,2010,4
"574",2010-04-07,30,"DIN",26.22,97,2010.26575342466,2010,4
"575",2010-04-07,32,"DIN",26.42,97,2010.26575342466,2010,4
"576",2010-04-07,36,"DIN",39.97,97,2010.26575342466,2010,4
"577",2010-04-13,18,"DIN",13.75,103,2010.28219178082,2010,4
"578",2010-04-13,22,"DIN",21.5,103,2010.28219178082,2010,4
"579",2010-04-13,24,"DIN",26.17,103,2010.28219178082,2010,4
"580",2010-04-13,27,"DIN",25.99,103,2010.28219178082,2010,4
"581",2010-04-13,30,"DIN",32.45,103,2010.28219178082,2010,4
"582",2010-04-13,32,"DIN",49.12,103,2010.28219178082,2010,4
"583",2010-04-13,36,"DIN",58.7,103,2010.28219178082,2010,4
"584",2010-04-23,18,"DIN",17.18,113,2010.3095890411,2010,4
"585",2010-04-23,22,"DIN",20.75,113,2010.3095890411,2010,4
"586",2010-04-23,24,"DIN",24.71,113,2010.3095890411,2010,4
"587",2010-04-23,27,"DIN",22.73,113,2010.3095890411,2010,4
"588",2010-04-23,30,"DIN",22.39,113,2010.3095890411,2010,4
"589",2010-04-23,32,"DIN",21.35,113,2010.3095890411,2010,4
"590",2010-04-23,36,"DIN",40.1,113,2010.3095890411,2010,4
"591",2010-05-07,18,"DIN",26.07,127,2010.34794520548,2010,5
"592",2010-05-07,22,"DIN",25.24,127,2010.34794520548,2010,5
"593",2010-05-07,24,"DIN",24.12,127,2010.34794520548,2010,5
"594",2010-05-07,27,"DIN",26.53,127,2010.34794520548,2010,5
"595",2010-05-07,30,"DIN",26.31,127,2010.34794520548,2010,5
"596",2010-05-07,32,"DIN",27.11,127,2010.34794520548,2010,5
"597",2010-05-07,36,"DIN",51.61,127,2010.34794520548,2010,5
"598",2010-05-20,18,"DIN",26.78,140,2010.38356164384,2010,5
"599",2010-05-20,22,"DIN",30.46,140,2010.38356164384,2010,5
"600",2010-05-20,24,"DIN",20.7,140,2010.38356164384,2010,5
"601",2010-05-20,27,"DIN",25.62,140,2010.38356164384,2010,5
"602",2010-05-20,30,"DIN",30.4,140,2010.38356164384,2010,5
"603",2010-05-20,32,"DIN",36.4,140,2010.38356164384,2010,5
"604",2010-06-07,18,"DIN",25.98,158,2010.43287671233,2010,6
"605",2010-06-07,22,"DIN",25.2,158,2010.43287671233,2010,6
"606",2010-06-07,24,"DIN",26.08,158,2010.43287671233,2010,6
"607",2010-06-07,27,"DIN",24,158,2010.43287671233,2010,6
"608",2010-06-07,30,"DIN",28.01,158,2010.43287671233,2010,6
"609",2010-06-07,32,"DIN",26.4,158,2010.43287671233,2010,6
"610",2010-06-07,36,"DIN",57.53,158,2010.43287671233,2010,6
"611",2010-06-15,18,"DIN",27.14,166,2010.45479452055,2010,6
"612",2010-06-15,22,"DIN",28.64,166,2010.45479452055,2010,6
"613",2010-06-15,24,"DIN",26.94,166,2010.45479452055,2010,6
"614",2010-06-15,27,"DIN",30.78,166,2010.45479452055,2010,6
"615",2010-06-15,30,"DIN",33.31,166,2010.45479452055,2010,6
"616",2010-06-15,32,"DIN",38.59,166,2010.45479452055,2010,6
"617",2010-06-15,36,"DIN",44.57,166,2010.45479452055,2010,6
"618",2010-07-06,18,"DIN",27.91,187,2010.51232876712,2010,7
"619",2010-07-06,22,"DIN",27.94,187,2010.51232876712,2010,7
"620",2010-07-06,24,"DIN",31.05,187,2010.51232876712,2010,7
"621",2010-07-06,27,"DIN",32.53,187,2010.51232876712,2010,7
"622",2010-07-06,30,"DIN",27.85,187,2010.51232876712,2010,7
"623",2010-07-06,32,"DIN",24.45,187,2010.51232876712,2010,7
"624",2010-07-06,36,"DIN",51.35,187,2010.51232876712,2010,7
"625",2010-07-13,18,"DIN",22.72,194,2010.53150684932,2010,7
"626",2010-07-13,22,"DIN",36.28,194,2010.53150684932,2010,7
"627",2010-07-13,24,"DIN",29.5,194,2010.53150684932,2010,7
"628",2010-07-13,27,"DIN",28.35,194,2010.53150684932,2010,7
"629",2010-07-13,30,"DIN",21.39,194,2010.53150684932,2010,7
"630",2010-07-13,32,"DIN",34.85,194,2010.53150684932,2010,7
"631",2010-07-13,36,"DIN",49.19,194,2010.53150684932,2010,7
"632",2010-08-03,18,"DIN",22.73,215,2010.58904109589,2010,8
"633",2010-08-03,22,"DIN",30.86,215,2010.58904109589,2010,8
"634",2010-08-03,24,"DIN",30.54,215,2010.58904109589,2010,8
"635",2010-08-03,27,"DIN",25.19,215,2010.58904109589,2010,8
"636",2010-08-03,30,"DIN",15.84,215,2010.58904109589,2010,8
"637",2010-08-03,32,"DIN",14.22,215,2010.58904109589,2010,8
"638",2010-08-03,36,"DIN",37.71,215,2010.58904109589,2010,8
"639",2010-08-17,18,"DIN",22.61,229,2010.62739726027,2010,8
"640",2010-08-17,22,"DIN",27.71,229,2010.62739726027,2010,8
"641",2010-08-17,24,"DIN",36.16,229,2010.62739726027,2010,8
"642",2010-08-17,27,"DIN",29.78,229,2010.62739726027,2010,8
"643",2010-08-17,30,"DIN",24.44,229,2010.62739726027,2010,8
"644",2010-08-17,32,"DIN",19.85,229,2010.62739726027,2010,8
"645",2010-08-17,36,"DIN",49.43,229,2010.62739726027,2010,8
"646",2010-09-01,18,"DIN",23.89,244,2010.66849315068,2010,9
"647",2010-09-01,22,"DIN",29.42,244,2010.66849315068,2010,9
"648",2010-09-01,24,"DIN",35.11,244,2010.66849315068,2010,9
"649",2010-09-01,27,"DIN",27.74,244,2010.66849315068,2010,9
"650",2010-09-01,30,"DIN",14.68,244,2010.66849315068,2010,9
"651",2010-09-01,32,"DIN",12.72,244,2010.66849315068,2010,9
"652",2010-09-01,36,"DIN",38.14,244,2010.66849315068,2010,9
"653",2010-09-14,18,"DIN",24.33,257,2010.70410958904,2010,9
"654",2010-09-14,22,"DIN",28.89,257,2010.70410958904,2010,9
"655",2010-09-14,24,"DIN",35.68,257,2010.70410958904,2010,9
"656",2010-09-14,27,"DIN",33.08,257,2010.70410958904,2010,9
"657",2010-09-14,30,"DIN",26.43,257,2010.70410958904,2010,9
"658",2010-09-14,32,"DIN",22.04,257,2010.70410958904,2010,9
"659",2010-09-14,36,"DIN",34.97,257,2010.70410958904,2010,9
"660",2010-10-01,18,"DIN",24.94,274,2010.75068493151,2010,10
"661",2010-10-01,22,"DIN",27.73,274,2010.75068493151,2010,10
"662",2010-10-01,24,"DIN",38.33,274,2010.75068493151,2010,10
"663",2010-10-01,27,"DIN",33.29,274,2010.75068493151,2010,10
"664",2010-10-01,30,"DIN",28.38,274,2010.75068493151,2010,10
"665",2010-10-01,32,"DIN",21.79,274,2010.75068493151,2010,10
"666",2010-10-01,36,"DIN",41.86,274,2010.75068493151,2010,10
"667",2010-10-15,18,"DIN",28.97,288,2010.78904109589,2010,10
"668",2010-10-15,22,"DIN",29.48,288,2010.78904109589,2010,10
"669",2010-10-15,24,"DIN",35,288,2010.78904109589,2010,10
"670",2010-10-15,27,"DIN",36.46,288,2010.78904109589,2010,10
"671",2010-10-15,30,"DIN",35.89,288,2010.78904109589,2010,10
"672",2010-10-15,32,"DIN",31.68,288,2010.78904109589,2010,10
"673",2010-10-15,36,"DIN",55.12,288,2010.78904109589,2010,10
"674",2010-10-26,18,"DIN",26.36,299,2010.81917808219,2010,10
"675",2010-10-26,22,"DIN",30.52,299,2010.81917808219,2010,10
"676",2010-10-26,24,"DIN",41.38,299,2010.81917808219,2010,10
"677",2010-10-26,27,"DIN",37.09,299,2010.81917808219,2010,10
"678",2010-10-26,30,"DIN",38.56,299,2010.81917808219,2010,10
"679",2010-10-26,32,"DIN",44.13,299,2010.81917808219,2010,10
"680",2010-10-26,36,"DIN",70.06,299,2010.81917808219,2010,10
"681",2010-11-15,18,"DIN",26.08,319,2010.87397260274,2010,11
"682",2010-11-15,22,"DIN",28.23,319,2010.87397260274,2010,11
"683",2010-11-15,24,"DIN",33.97,319,2010.87397260274,2010,11
"684",2010-11-15,27,"DIN",41.75,319,2010.87397260274,2010,11
"685",2010-11-15,30,"DIN",46.15,319,2010.87397260274,2010,11
"686",2010-11-15,32,"DIN",49.47,319,2010.87397260274,2010,11
"687",2010-11-15,36,"DIN",70.1,319,2010.87397260274,2010,11
"688",2010-12-16,18,"DIN",35.85,350,2010.95890410959,2010,12
"689",2010-12-16,22,"DIN",38.34,350,2010.95890410959,2010,12
"690",2010-12-16,24,"DIN",32.33,350,2010.95890410959,2010,12
"691",2010-12-16,27,"DIN",49.66,350,2010.95890410959,2010,12
"692",2010-12-16,30,"DIN",67.58,350,2010.95890410959,2010,12
"693",2010-12-16,32,"DIN",89.22,350,2010.95890410959,2010,12
"694",2010-12-16,36,"DIN",102.94,350,2010.95890410959,2010,12
"695",2011-01-11,18,"DIN",27.02,11,2011.0301369863,2011,1
"696",2011-01-11,22,"DIN",34.31,11,2011.0301369863,2011,1
"697",2011-01-11,24,"DIN",40.21,11,2011.0301369863,2011,1
"698",2011-01-11,27,"DIN",43.03,11,2011.0301369863,2011,1
"699",2011-01-11,30,"DIN",48.92,11,2011.0301369863,2011,1
"700",2011-01-11,32,"DIN",67.2,11,2011.0301369863,2011,1
"701",2011-01-11,36,"DIN",87.45,11,2011.0301369863,2011,1
"702",2011-02-09,18,"DIN",27.88,40,2011.1095890411,2011,2
"703",2011-02-09,22,"DIN",32.73,40,2011.1095890411,2011,2
"704",2011-02-09,24,"DIN",40.49,40,2011.1095890411,2011,2
"705",2011-02-09,27,"DIN",43.46,40,2011.1095890411,2011,2
"706",2011-02-09,30,"DIN",48.42,40,2011.1095890411,2011,2
"707",2011-02-09,32,"DIN",45.66,40,2011.1095890411,2011,2
"708",2011-02-09,36,"DIN",74.62,40,2011.1095890411,2011,2
"709",2011-03-11,18,"DIN",25.96,70,2011.19178082192,2011,3
"710",2011-03-11,22,"DIN",34.49,70,2011.19178082192,2011,3
"711",2011-03-11,24,"DIN",34.83,70,2011.19178082192,2011,3
"712",2011-03-11,27,"DIN",35.37,70,2011.19178082192,2011,3
"713",2011-03-11,30,"DIN",38.47,70,2011.19178082192,2011,3
"714",2011-03-11,32,"DIN",50.16,70,2011.19178082192,2011,3
"715",2011-03-11,36,"DIN",77.67,70,2011.19178082192,2011,3
"716",2011-03-29,18,"DIN",23.27,88,2011.24109589041,2011,3
"717",2011-03-29,22,"DIN",25.12,88,2011.24109589041,2011,3
"718",2011-03-29,24,"DIN",26.2,88,2011.24109589041,2011,3
"719",2011-03-29,27,"DIN",28.69,88,2011.24109589041,2011,3
"720",2011-03-29,30,"DIN",29.38,88,2011.24109589041,2011,3
"721",2011-03-29,32,"DIN",48.1,88,2011.24109589041,2011,3
"722",2011-03-29,36,"DIN",56.13,88,2011.24109589041,2011,3
"723",2011-04-08,18,"DIN",18.77,98,2011.26849315068,2011,4
"724",2011-04-08,22,"DIN",18.92,98,2011.26849315068,2011,4
"725",2011-04-08,24,"DIN",21.48,98,2011.26849315068,2011,4
"726",2011-04-08,27,"DIN",19,98,2011.26849315068,2011,4
"727",2011-04-08,30,"DIN",20.5,98,2011.26849315068,2011,4
"728",2011-04-08,32,"DIN",41.82,98,2011.26849315068,2011,4
"729",2011-04-08,36,"DIN",57.29,98,2011.26849315068,2011,4
"730",2011-04-12,18,"DIN",17.44,102,2011.27945205479,2011,4
"731",2011-04-12,22,"DIN",14.1,102,2011.27945205479,2011,4
"732",2011-04-12,24,"DIN",13.19,102,2011.27945205479,2011,4
"733",2011-04-12,27,"DIN",11.32,102,2011.27945205479,2011,4
"734",2011-04-12,30,"DIN",9.06,102,2011.27945205479,2011,4
"735",2011-04-12,32,"DIN",9.59,102,2011.27945205479,2011,4
"736",2011-04-12,36,"DIN",36.05,102,2011.27945205479,2011,4
"737",2011-04-19,18,"DIN",15.89,109,2011.29863013699,2011,4
"738",2011-04-19,22,"DIN",13.39,109,2011.29863013699,2011,4
"739",2011-04-19,24,"DIN",15.06,109,2011.29863013699,2011,4
"740",2011-04-19,27,"DIN",11.62,109,2011.29863013699,2011,4
"741",2011-04-19,30,"DIN",18.63,109,2011.29863013699,2011,4
"742",2011-04-19,32,"DIN",32.44,109,2011.29863013699,2011,4
"743",2011-04-19,36,"DIN",39.03,109,2011.29863013699,2011,4
"744",2011-04-28,18,"DIN",13.79,118,2011.32328767123,2011,4
"745",2011-04-28,22,"DIN",14.27,118,2011.32328767123,2011,4
"746",2011-04-28,24,"DIN",11.83,118,2011.32328767123,2011,4
"747",2011-04-28,27,"DIN",10.27,118,2011.32328767123,2011,4
"748",2011-04-28,30,"DIN",12.04,118,2011.32328767123,2011,4
"749",2011-04-28,32,"DIN",12.8,118,2011.32328767123,2011,4
"750",2011-04-28,36,"DIN",52.92,118,2011.32328767123,2011,4
"751",2011-05-11,22,"DIN",12.19,131,2011.35890410959,2011,5
"752",2011-05-11,24,"DIN",13.86,131,2011.35890410959,2011,5
"753",2011-05-11,27,"DIN",10.34,131,2011.35890410959,2011,5
"754",2011-05-11,30,"DIN",13.39,131,2011.35890410959,2011,5
"755",2011-05-11,32,"DIN",18.81,131,2011.35890410959,2011,5
"756",2011-05-11,36,"DIN",52.32,131,2011.35890410959,2011,5
"757",2011-05-26,18,"DIN",19.38,146,2011.4,2011,5
"758",2011-05-26,22,"DIN",15.21,146,2011.4,2011,5
"759",2011-05-26,24,"DIN",6.44,146,2011.4,2011,5
"760",2011-05-26,27,"DIN",14.6,146,2011.4,2011,5
"761",2011-05-26,30,"DIN",16.01,146,2011.4,2011,5
"762",2011-05-26,32,"DIN",25.27,146,2011.4,2011,5
"763",2011-05-26,36,"DIN",58.27,146,2011.4,2011,5
"764",2011-06-14,18,"DIN",22.05,165,2011.45205479452,2011,6
"765",2011-06-14,22,"DIN",23.39,165,2011.45205479452,2011,6
"766",2011-06-14,24,"DIN",26.38,165,2011.45205479452,2011,6
"767",2011-06-14,27,"DIN",25.38,165,2011.45205479452,2011,6
"768",2011-06-14,30,"DIN",33.4,165,2011.45205479452,2011,6
"769",2011-06-14,32,"DIN",70.1,165,2011.45205479452,2011,6
"770",2011-06-14,36,"DIN",75.04,165,2011.45205479452,2011,6
"771",2011-06-24,18,"DIN",23.6,175,2011.47945205479,2011,6
"772",2011-06-24,22,"DIN",20.96,175,2011.47945205479,2011,6
"773",2011-06-24,24,"DIN",19.81,175,2011.47945205479,2011,6
"774",2011-06-24,27,"DIN",23.66,175,2011.47945205479,2011,6
"775",2011-06-24,30,"DIN",19.61,175,2011.47945205479,2011,6
"776",2011-06-24,32,"DIN",18.76,175,2011.47945205479,2011,6
"777",2011-06-24,36,"DIN",60.47,175,2011.47945205479,2011,6
